 @relation Sittingmovements
@attribute MIN_GyroX numeric
@attribute MAX_GyroX numeric
@attribute Standard_deviation_GyroX numeric
@attribute Median_value_GyroX numeric
@attribute MIN_GyroY numeric
@attribute MAX_GyroY numeric
@attribute Standard_deviation_GyroY numeric
@attribute Median_value_GyroY numeric
@attribute MIN_GyroZ numeric
@attribute MAX_GyroZ numeric
@attribute Standard_deviation_GyroZ numeric
@attribute Median_value_GyroZ numeric
@attribute MIN_GyroX2 numeric
@attribute MAX_GyroX2 numeric
@attribute Standard_deviation_GyroX2 numeric
@attribute Median_value_GyroX2 numeric
@attribute MIN_GyroY2 numeric
@attribute MAX_GyroY2 numeric
@attribute Standard_deviation_GyroY2 numeric
@attribute Median_value_GyroY2 numeric
@attribute MIN_GyroZ2 numeric
@attribute MAX_GyroZ2 numeric
@attribute Standard_deviation_GyroZ2 numeric
@attribute Median_value_GyroZ2 numeric
@attribute MIN_AccelX numeric
@attribute MAX_AccelX numeric
@attribute Standard_deviation_AccelX numeric
@attribute Median_value_AccelX numeric
@attribute MIN_AccelY numeric
@attribute MAX_AccelY numeric
@attribute Standard_deviation_AccelY numeric
@attribute Median_value_AccelY numeric
@attribute MIN_AccelZ numeric
@attribute MAX_AccelZ numeric
@attribute Standard_deviation_AccelZ numeric
@attribute Median_value_AccelZ numeric
@attribute MIN_AccelX2 numeric
@attribute MAX_AccelX2 numeric
@attribute Standard_deviation_AccelX2 numeric
@attribute Median_value_AccelX2 numeric
@attribute MIN_AccelY2 numeric
@attribute MAX_AccelY2 numeric
@attribute Standard_deviation_AccelY2 numeric
@attribute Median_value_AccelY2 numeric
@attribute MIN_AccelZ2 numeric
@attribute MAX_AccelZ2 numeric
@attribute Standard_deviation_AccelZ2 numeric
@attribute Median_value_AccelZ2 numeric
@attribute class {FrontBack, FrontBack-unlocked, LeftRight, DoNothing, Spin, Roll_around, SitDown, StandUp}
@data
 -0.0, 0.03, 0.013000000000000001, 0.0078102496759066544, -0.01, 0.12, 0.039, 0.03590264614203248, -0.03, 0.03, 0.004, 0.019078784028338912, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.01, 0.012649110640673518, 0.01, 0.12, 0.05, 0.0354964786985977, -0.03, 0.03, 0.0030000000000000005, 0.016155494421403512, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.003999999999999999, 0.012806248474865698, 0.02, 0.1, 0.054000000000000006, 0.028, -0.01, 0.02, 0.0019999999999999996, 0.008717797887081347, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.008, 0.014, 0.03, 0.09, 0.06300000000000001, 0.01734935157289747, -0.02, 0.01, 3.4694469519536144E-19, 0.00894427190999916, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.007000000000000001, 0.011, 0.03, 0.08, 0.05299999999999999, 0.014177446878757825, -0.03, 0.01, -0.006999999999999999, 0.014177446878757825, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.006, 0.013564659966250536, 0.0, 0.08, 0.037000000000000005, 0.023685438564654025, -0.04, 0.02, -0.009, 0.018681541692269404, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.001999999999999999, 0.015362291495737217, 0.0, 0.08, 0.023, 0.023685438564654025, -0.04, 0.02, -0.0010000000000000002, 0.021656407827707714, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.01, -0.005, 0.00806225774829855, -0.01, 0.03, 0.014000000000000002, 0.012806248474865698, -0.04, 0.03, 0.004, 0.019078784028338912, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.04, 0.01, -0.012, 0.013266499161421601, -0.04, 0.03, -0.0010000000000000005, 0.02118962010041709, -0.02, 0.03, 0.004000000000000001, 0.014282856857085701, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.04, 0.01, -0.009999999999999998, 0.01414213562373095, -0.04, 0.03, -0.002000000000000001, 0.02135415650406262, -0.02, 0.01, -0.003, 0.01004987562112089, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.02, 9.999999999999996E-4, 0.011357816691600547, -0.01, 0.06, 0.022, 0.0208806130178211, -0.04, 0.01, -0.008, 0.0132664991614216, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.02, -0.0010000000000000005, 0.012206555615733703, -0.04, 0.06, 0.021, 0.03014962686336267, -0.04, 0.01, -0.012, 0.014696938456699069, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.02, 0.0010000000000000005, 0.01044030650891055, -0.04, 0.08, 0.032, 0.0354400902933387, -0.03, -0.0, -0.017, 0.012688577540449518, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.007000000000000001, 0.011, -0.02, 0.08, 0.03799999999999999, 0.03026549190084311, -0.03, 0.0, -0.016, 0.011135528725660043, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.007000000000000001, 0.01268857754044952, -0.02, 0.07, 0.028999999999999998, 0.029816103031751154, -0.02, 0.03, -9.999999999999996E-4, 0.014456832294800962, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.011, 0.011357816691600546, -0.01, 0.06, 0.040999999999999995, 0.01920937271229855, -0.02, 0.03, 0.0010000000000000002, 0.013747727084867517, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.0, 0.03, 0.014000000000000002, 0.010198039027185569, 0.0, 0.06, 0.039, 0.017578395831246946, -0.03, -0.0, -0.013000000000000001, 0.01004987562112089, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 0.0, 0.04, 0.015, 0.01284523257866513, 0.0, 0.11, 0.049999999999999996, 0.027928480087537885, -0.04, 0.02, -0.013000000000000001, 0.016155494421403512, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, 0.006, 0.018000000000000002, 0.01, 0.11, 0.047, 0.026476404589747454, -0.04, 0.02, -0.005, 0.015652475842498525, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, 0.011999999999999999, 0.020396078054371138, 0.01, 0.1, 0.04700000000000001, 0.025709920264364885, -0.04, 0.01, -0.01, 0.014832396974191326, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.04, 0.022, 0.016, 0.0, 0.1, 0.045000000000000005, 0.029410882339705492, -0.04, 0.02, -0.009000000000000001, 0.017578395831246946, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.04, 0.04, 0.0026666666666666657, 0.017688665548562132, 0.0, 0.09, 0.05000000000000002, 0.02422120283277993, -0.05, 0.02, -0.011333333333333334, 0.020286832072937255, -0.01, -0.01, -0.01, 0.0, -0.01, -0.01, -0.01, 0.0, -0.01, -0.01, -0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.01, -0.0019999999999999996, 0.010770329614269008, 0.0, 0.07, 0.037, 0.026095976701399775, -0.05, 0.02, -0.015000000000000003, 0.022472205054244233, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.01, -0.005, 0.010246950765959599, 0.0, 0.1, 0.034999999999999996, 0.029068883707497266, -0.05, 0.01, -0.012, 0.019390719429665318, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.03, -0.002999999999999999, 0.01345362404707371, 0.03, 0.1, 0.05299999999999999, 0.018466185312619388, -0.02, 0.01, 9.999999999999998E-4, 0.009433981132056605, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.03, -0.0010000000000000002, 0.014456832294800959, -0.01, 0.06, 0.03400000000000001, 0.02009975124224178, -0.02, 0.01, -0.004, 0.011135528725660045, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.01, -0.006, 0.011135528725660045, -0.04, 0.05, 0.008000000000000002, 0.025219040425836985, -0.02, 0.02, -0.003, 0.012688577540449521, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.01, -0.009000000000000001, 0.01135781669160055, -0.04, 0.06, 0.020000000000000004, 0.03162277660168379, -0.03, 0.02, -0.003, 0.014866068747318505, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.01, -0.006, 0.009165151389911681, 0.02, 0.08, 0.05, 0.016733200530681513, -0.04, 0.01, -0.011000000000000001, 0.015132745950421555, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.02, -0.002, 0.010770329614269008, 0.02, 0.08, 0.053000000000000005, 0.017349351572897475, -0.04, 0.01, -0.012999999999999998, 0.014177446878757823, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.03, 0.0010000000000000005, 0.014456832294800962, 0.02, 0.07, 0.045, 0.016278820596099707, -0.03, 0.02, -0.007000000000000001, 0.01268857754044952, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, 0.003999999999999999, 0.01854723699099141, 0.03, 0.08, 0.05, 0.01949358868961793, -0.02, 0.02, -0.005, 0.010246950765959597, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, -3.4694469519536144E-19, 0.01673320053068151, 0.02, 0.1, 0.066, 0.02615339366124404, -0.05, -0.0, -0.017, 0.01345362404707371, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.03, 0.04, -0.003, 0.01791647286716892, -0.01, 0.1, 0.054000000000000006, 0.03878143885933063, -0.05, -0.01, -0.024, 0.012, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.03, 0.04, -0.005, 0.0191049731745428, -0.01, 0.09, 0.032, 0.030594117081556706, -0.03, 0.01, -0.014000000000000002, 0.012806248474865695, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, 0.0019999999999999996, 0.017776388834631177, -0.0, 0.07, 0.036000000000000004, 0.024979991993593596, -0.05, 0.03, -0.008000000000000002, 0.0198997487421324, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.04, 0.014000000000000002, 0.012806248474865698, -0.0, 0.08, 0.035, 0.028017851452243798, -0.05, 0.03, -0.005, 0.021563858652847826, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 0.0, 0.03, 0.016, 0.009165151389911681, -0.0, 0.08, 0.033999999999999996, 0.021071307505705482, -0.02, 0.01, -0.001, 0.01044030650891055, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.01, 0.03, 0.014000000000000002, 0.012806248474865698, 0.03, 0.06, 0.041999999999999996, 0.008717797887081349, -0.01, 0.02, 0.0, 0.01, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.03, 0.005, 0.014317821063276353, 0.03, 0.1, 0.05500000000000001, 0.023345235059857507, -0.03, 0.02, -0.004, 0.017435595774162694, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 -0.02, 0.04, 0.01, 0.01673320053068151, 0.01, 0.1, 0.048, 0.02821347195933177, -0.03, 0.02, -0.011, 0.0157797338380595, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
 0.0, 0.05, 0.024, 0.014282856857085701, 0.01, 0.13, 0.05900000000000001, 0.04036087214122113, -0.04, -0.0, -0.011, 0.013000000000000001, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, -0.01, -0.01, -0.009999999999999998, 1.734723475976807E-18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, -0.0, -0.0, 0.0, 0.0, -0.0, -0.0, 0.0, 0.0, DoNothing
